Situacao;Codigo favorecido;Favorecido;Descricao da fonte de recursos;Objeto;Valor inicial do instrumento;Valor do acrescimo ou reducao;Valor atualizado do instrumento;Valor pago;Descricao do orgao executor;Descricao da unidade orcamentaria executora;Descricao de programa;Descricao da modalidade de aplicacao;Descricao da natureza da despesa
ATIVO;1,95E+12;INSTITUTO CARIOCA DE ATIVIDADES;ORDINARIOS NAO VINCULADOS;GESTÃO ADMINISTRATIVA E ESPORTIVA DA VILA OLÍMPICA PROFESSOR  MANOEL JOSÉ GOMES TUBINO.;1473997.26;0;1473997.26;0;SUBSECRETARIA DE ESPORTES E LAZER;SUBSECRETARIA DE ESPORTES E LAZER;DESENVOLVIMENTO DO ESPORTE E LAZER NA CIDADE;TRANSFERENCIAS A INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS;SERVICOS DE GER.. OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS AO ESPORTE. PRESTADOS POR OS
ATIVO;7,22E+13;BINDER  FC COMUNICACAO LTDA;ORDINARIOS NAO VINCULADOS;TRANSFERÊNCIA ENTRE#RGÃOS;1681176.24;0;1681176.24;1681176.24;SUBSECRETARIA DE COMUNICAÇÃO GOVERNAMENTAL;SUBSECRETARIA DE COMUNICAÇÃO GOVERNAMENTAL;SERVICOS DE UTILIDADE PUBLICA A POPULACAO. PROTECAO E DEFESA DO CONSUMIDOR;APLICACOES DIRETAS;SERVICOS DE PUBLICIDADE E PROPAGANDA
ATIVO;4,04E+13;CLARO S A;ORDINARIOS NAO VINCULADOS;TERMO DE EXECUÇÃO Nº 05/2019. REFERENTE AO CONTRATO SC Nº 078/2015. NO PROCESSO Nº 26/002.533/2015;9957.86;0;9957.86;0;CENTRO DE OPERAÇÕES E RESILIÊNCIA;CENTRO DE OPERAÇÕES E RESILIÊNCIA;GESTAO ADMINISTRATIVA - RIO SEGURO E VIGILANTE;APLICACOES DIRETAS;DESPESAS DE TELEPROCESSAMENTO
ATIVO;1,30E+13;T&S LOCACAO DE MAO DE OBRA EM GERAL EIRELI;ORDINARIOS NAO VINCULADOS;PRESTAÇÃO DE SERVIÇO DE MENSAGEIRO;37918.32;0;37918.32;0;INSTITUTO MUNICIPAL DE URBANISMO PEREIRA PASSOS;INSTITUTO MUNICIPAL DE URBANISMO PEREIRA PASSOS;GESTAO ADMINISTRATIVA - TERRITORIO DESCENTRALIZADO. INCLUSIVO E CONECTADO;APLICACOES DIRETAS;SERVICOS DE APOIO ADMINISTRATIVO E OPERACIONAL
ATIVO;3,81E+12;FC VILLELA ACESSORIOS E EQUIPAMENTOS CONTRA INCENDIO LTDA ME;RECEITA PROPRIA DE AUTARQUIAS. FUNDACOES E EMPRESAS;O OBJETO DO PRESENTE CONTRATO É A PRESTAÇÃO DE SERVIÇOS DE RECARGA E RETESTE PARA 3.070 EXTINTORES PORTÁVEIS E SOBRE RODAS DE ÁGUA PRESSURIZADA CO2 E PQS.;76733.4;0;76733.4;22380.54;COMPANHIA MUNICIPAL DE LIMPEZA URBANA;COMPANHIA MUNICIPAL DE LIMPEZA URBANA;GESTAO ADMINISTRATIVA - RIO VERDE. LIMPO E SAUDAVEL;APLICACOES DIRETAS;SERVS.DE REPARO.ADPTACAO.CONSERV.RESTAUR.E INSTAL.DE BENS MOVEIS E IMOV.P/PESSOA JURIDICA
ATIVO;4,60E+12;DATEN TECNOLOGIA LTDA.;RECEITA PROPRIA DE AUTARQUIAS. FUNDACOES E EMPRESAS;O OBJETO DO PRESENTE CONTRATO É O FORNECIMENTO DE ESTAÇÕES DE TRABALHO;576031;0;576031;0;COMPANHIA MUNICIPAL DE LIMPEZA URBANA;COMPANHIA MUNICIPAL DE LIMPEZA URBANA;GESTAO ADMINISTRATIVA - RIO VERDE. LIMPO E SAUDAVEL;APLICACOES DIRETAS;MAQUINAS E EQUIPAMENTOS DE INFORMATICA E TELEPROCESSAMENTO
ENCERRADO;11706282737;DEISIANE CONCEICAO DE JESUS;ORDINARIOS NAO VINCULADOS;PRESTAÇÃO DE SERVIÇO DA CONTRATADA PARA ENCARNAR A PERSONAGEM DE 1ª PRINCESA DO CARNAVAL DE 2019. FACE A CLASSIFCAÇÃO OBTIDA EM CONCURSO. EM TODOS OS EVENTOS QUE A RIOTUR DETERMINAR. OBEDECIDAS AS NORMAS E DISPOSIÇÕES DO REGULAMENTO E ATA  DE ELEIÇÃO CONSTANTES DO PROCESSO.;22500;0;22500;22500;EMPRESA DE TURISMO DO MUNICÍPIO DO RIO DE JANEIRO;EMPRESA DE TURISMO DO MUNICÍPIO DO RIO DE JANEIRO;RIO DE JANEIRO A JANEIRO;APLICACOES DIRETAS;SERVS.P/FINS EDUCAT.CULT.SOC.INCLUSIVE DIVULGACAO POR PESSOA FISICA
ATIVO;18294583707;MARIA CLARA DUTRA FRANKLIN;ORDINARIOS NAO VINCULADOS;DESTINA-SE A REGULAR TODO O PROCEDIMENTO RELATIVO AO ESTÁGIO CURRICULAR DA ESTAGIÁRIA. CONSIDERANDO-SE SUA FORMAÇÃO ESCOLAR. NO ÂMBITO DA CONCEDENTE EM ESTRITA OBSERVÂNCIA DA LEGISLAÇÃO EM VIGOR. COM CARGA HORÁRIA DE 30 (TRINTA) HORAS SEMANAIS. EM TODOS OS DIAS DE EXPEDIENTE DO LOCAL DE ESTÁGIO. AUXILIANDO O SUPERVISOR A QUE ESTIVER VINCULADO E DELE RECEBENDO INSTRUÇÕES E ENSINAMENTOS PRÁTICOS PERTINENTES.;8645.13;0;8645.13;0;EMPRESA DE TURISMO DO MUNICÍPIO DO RIO DE JANEIRO;EMPRESA DE TURISMO DO MUNICÍPIO DO RIO DE JANEIRO;RIO DE JANEIRO A JANEIRO;APLICACOES DIRETAS;SERVICOS PRESTADOS POR ESTUDANTES
ATIVO;4,25E+13;COMISSARIA AEREA RIO DE JANEIRO LTDA.;ORDINARIOS NAO VINCULADOS;PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL ÀS ATIVIDADES DA CONTROLADORIA GERAL;37801.08;0;37801.08;1401.79;CONTROLADORIA GERAL DO MUNICÍPIO DO RIO DE JANEIRO;GABINETE DO CONTROLADOR;GESTAO ADMINISTRATIVA - GOVERNANCA PARA OS CIDADAOS;APLICACOES DIRETAS;SERVICOS DE APOIO ADMINISTRATIVO E OPERACIONAL
ATIVO;1,85E+13;MULTITECNOLOGIA SERVICOS DE INFORMATICA LTDA;OPERACOES DE CREDITO CONTRATUAIS REALIZADAS - EXERCICIOS ANTERIORES;CONTRATAÇÃO DE SOLUÇÃO COMPOSTA POR APPLIANCE DE ACELERAÇÃO. SEGURANÇA E BALANCEAMENTO DE CARGA DE SERVIDORES E APLICAÇÕES WEB. CRIAÇÃO E GERENCIAMENTO DE POLÍTICAS DE ACESSO E VPN. GERENCIAMENTO AVANÇADO DE FIREWALL. BALANCEAMENTO DE LINKS. SITES. COM GARANTIA TÉCNICA CONTRTATUAL DE HARDWARE E SOFTWARE DE 36 (TRINTA E SEIS) MESES. INCLUINDO INSTALAÇÃO. COMFIGURAÇÃO. IMPLEMENTAÇÃO DA SOLUÇÃO E SUPORTE TÉCNICO POR 18 (DEZOITO) MESES. ALÉM DE TREINAMENTO.;3570400;0;3570400;0;SECRETARIA MUNICIPAL DE FAZENDA;GABINETE DA SECRETARIA MUNICIPAL DE FAZENDA;MODERNIZACAO DA GESTAO FAZENDARIA;APLICACOES DIRETAS;MAQUINAS E EQUIPAMENTOS DE INFORMATICA E TELEPROCESSAMENTO
ATIVO;8,68E+13;ZENITE INFORMACAO E CONSULTORIA SA;RECEITA PROPRIA DE AUTARQUIAS. FUNDACOES E EMPRESAS;PRESTAÇÃO DOS SERVIÇOS DE SOLUÇÃO INFORMATIZADA ZENITE FACIL ESTATAIS E ORIENTAÇÕES POR ESCRITO EM LICITAÇÕES E CONTRATOS.;31420;0;31420;15710;EMPRESA MUNICIPAL DE INFORMÁTICA S.A.;EMPRESA MUNICIPAL DE INFORMÁTICA S.A.;GESTAO ADMINISTRATIVA - GOVERNANCA PARA OS CIDADAOS;APLICACOES DIRETAS;ASSINATURAS E PUBLICACOES
ATIVO;6,25E+13;EATON POWER SOLUTION LTDA;RECEITA PROPRIA DE AUTARQUIAS. FUNDACOES E EMPRESAS;SERVIÇO DE SUBSTITUIÇÃO E PARAMETRIZAÇÃO DO NOVO BANCO DE DADOS DE BATERIAS E RETIRADA DE BATERIAS ANTIGAS. BEM COMO O DEVIDO DESCARTE.;14431.48;0;14431.48;0;EMPRESA MUNICIPAL DE INFORMÁTICA S.A.;EMPRESA MUNICIPAL DE INFORMÁTICA S.A.;GESTAO ADMINISTRATIVA - GOVERNANCA PARA OS CIDADAOS;APLICACOES DIRETAS;SERVICOS DE INFORMATICA
ATIVO;2,99E+12;EMIDA INSTALACOES EIRELI;RECEITA PROPRIA DE AUTARQUIAS. FUNDACOES E EMPRESAS;PRESTAÇÃO DE SERVIÇO DE MANUTENÇÃO PREDIAL PREVENTIVA. CORRETIVA E EMERGENCIAL NAS DEPENDENCIAS DA IPLANRIO ABRANGENDO SERVIÇOS DE PEDREIRO. PINTURA. HIDRAULICA. ELETRICA. MARCENARIA. SERRALHERIA.TELEFONIA E CLIMATIZAÇÃO E FORNECIMENTO DE PEÇAS E INSUMOS.;246950;0;246950;89214.13;EMPRESA MUNICIPAL DE INFORMÁTICA S.A.;EMPRESA MUNICIPAL DE INFORMÁTICA S.A.;GESTAO ADMINISTRATIVA - GOVERNANCA PARA OS CIDADAOS;APLICACOES DIRETAS;SERVS.DE REPARO.ADPTACAO.CONSERV.RESTAUR.E INSTAL.DE BENS MOVEIS E IMOV.P/PESSOA JURIDICA
ENCERRADO;1,05E+13;MINDWORKS TECNOLOGIA LTDA.;ORDINARIOS NAO VINCULADOS;PRESTAÇÃO DE SERVIÇO DE TREINAMENTO PRATICO EM MAPEAMENTO DE COMPETENCIAS NA AREA DE TI E COMUNICAÇÃO.;13920.53;0;13920.53;13920.53;EMPRESA MUNICIPAL DE INFORMÁTICA S.A.;EMPRESA MUNICIPAL DE INFORMÁTICA S.A.;GESTAO DE PESSOAS;APLICACOES DIRETAS;TREINAMENTO DE PESSOAL POR PESSOA JURIDICA
ATIVO;2,21E+13;NOVO TEMPO CONSTRUCOES EIRELI;CONVENIO REALIZADO;CONFECÇÃO DE PROJETO EXECUTIVO PARA OBRAS DE REVITALIZAÇÃO DA PRAÇA TIM MAIA - RECREIO DOS BANDEIRANTES NA ÁREA DA IH/SUBI/CGO/2ªGO - XXVI R.A. - AP 4.2;90460.12;0;90460.12;0;SECRETARIA MUNICIPAL DE INFRAESTRUTURA. HABITAÇÃO E CONSERVAÇÃO;COORDENADORIA GERAL DE OBRAS;INTERVENCOES DE REVITALIZACAO E REESTRUTURACAO URBANA;APLICACOES DIRETAS;EXECUCAO DAS OBRAS E PROJETOS
ATIVO;4,13E+12;IRMAOS HADDAD CONSTRUTORA EIRELI;CONTRAPARTIDA - REGULARIZACAO DE OBRAS;OBRAS DE REFORMA DO GALPÃO ARTRUA.SITUADO NA RUA PROFESSOR PEREIRA REIS. 76. SANTO CRISTO;2509724.26;0;2509724.26;540206.71;FUNDO MUNICIPAL DE HABITAÇÃO;FUNDO MUNICIPAL DE HABITAÇÃO;INTERVENCOES DE REVITALIZACAO E REESTRUTURACAO URBANA;APLICACOES DIRETAS;AMPLIACAO. RECONSTRUCAO E REFORMAS
ATIVO;7,70E+12;DEZOITO DEZOITO SERVICOS E LOCACOES LTDA;CONTRAPARTIDA - REGULARIZACAO DE OBRAS;OBRAS DE DEMOLIÇÃO DE 12 (DOZE) EDIFICAÇÕES NA COMUNIDADE ANTARES. RIO DE JANEIRO/RJ;31971.17;0;31971.17;31970.36;FUNDO MUNICIPAL DE HABITAÇÃO;FUNDO MUNICIPAL DE HABITAÇÃO;TERRITORIOS INTEGRADOS;APLICACOES DIRETAS;SERVICOS DE ENGENHARIA DE CARATER EVENTUAL
ATIVO;3,38E+13;FUNDACAO TEC EDUCACIONAL SOUZA MARGUES;;CONCEDER VAGAS PARA ESTÁGIO OBRIGATÓRIO EM UNIDADES ESCOLARES DA REDE MUNICIPAL DE ENSINO.A ALUNOS REGULARMENTE MATRICULADOS NOS CURSOS DE LICENCIATURA EM MATEMÉTICA. CIÊNCIAS BIOLÓGICAS. LETRAS (PORTUGUÊS/INGLÊS) E PEDAGOGIA . VISANDO SUA PREPARAÇÃO PARA O TRABALHO PRODUTIVO E A FORMAÇÃO INTEGRAL DO EDUCANDO.;0;0;0;0;SECRETARIA MUNICIPAL DE EDUCAÇÃO;;;;
ATIVO;4,25E+13;SECRETARIA DE ESTADO DE EDUCACAO;;CONCEDER VAGAS PARA ESTÁGIO OBRIGATÓRIO EM UNIDADES ESCOLARES DA REDE PUBLICA MUNICIPAL DE ENSINO. A ALUNOS DA REDE ESTADUAL DE ENSINO REGULARMENTE MATRICULADOS NAS ESCOLAS DE ENSINO MÉDIO NA MODALIDADE NORMAL DA SEEDUC.;0;0;0;0;SECRETARIA MUNICIPAL DE EDUCAÇÃO;;;;
ATIVO;7,58E+12;INSTITUTO PARA O DESENVOLVIMENTO SUSTENTAVEL  INDES;;SENSIBILIZAR PROFESSORES E ALUNOS DE ESCOLAS ZBLICAS QUANTO AOS OBJETIVOS DE DESENVOLVIMENTO SUSTENTÁVEL (ODS) E PROPORCIONAR. A PARTIR DAÍ NOVOS HÁBITOS E COMPORTAMENTOS. VISANDO MELHORES CONDIÇÕES DA COMUNIDADE E MEIO AMBIENTE. BEM COMO. A PROMOÇÃO DE TODAS AS ATIVIDADES CONSTANTES DO PLANO DE TRABALHO;0;0;0;0;SECRETARIA MUNICIPAL DE EDUCAÇÃO;;;;
ATIVO;1,93E+13;CENTRO UNIVERSITARIO MOACYR SREDER BASTOS;;O PRESENTE CONVÊNIO TEM POR OBJETO CONCEDER VAGAS PARA ESTÁGIO NÃO OBRIGATÓRIO EM UNIDADES ESCOLARES DA REDE ZBLICA MUNICIPAL DE ENSINO A ALUNOS DA INSTITUIÇÃO DE ENSINO REGULARMENTE MATRICULADOS NOS CURSOS DE LICENCIATURA VISANDO SUA PREPARAÇÃO PARA O TRABALHO PRODUTIVO E A FORMAÇÃO INTEGRAL DO EDUCANDO.;0;0;0;0;SECRETARIA MUNICIPAL DE EDUCAÇÃO;;;;
ATIVO;3,19E+13;ASSOCIACAO CARIOCA DE ENSINO SUPERIOR;;O PRESENTE CONVÊNIO TEM POR OBJETO CONCEDER VAGAS PARA ESTÁGIO NÃO OBRIGATÓRIO EM UNIDADES ESCOLARES DA REDE ZBLICA MUNICIPAL DE ENSINO A ALUNOS DA INSTITUIÇÃO DE ENSINO REGULARMENTE MATRICULADOS NOS CURSOS DE LICENCIATURA VISANDO SUA PREPARAÇÃO PARA O TRABALHO PRODUTIVO E A FORMAÇÃO INTEGRAL DO EDUCANDO.;0;0;0;0;SECRETARIA MUNICIPAL DE EDUCAÇÃO;;;;
ATIVO;3,87E+13;EDITORA E DISTRIBUIDORA EDUCACIONAL S A;;O PRESENTE CONVÊNIO TEM POR OBJETO CONCEDER VAGAS PARA ESTÁGIO OBRIGATÓRIO EM UNIDADES ESCOLARES DA REDE MUNICIPAL DE ENSINO. A ALUNOS REGULARMENTE MATRICULADOS NO CURSO DE HISTÓRIA. PEDAGOGIA. MATEMÁTICA. CIÊNCIAS BIOLÓGICAS. GEOGRAFIA E LETRAS. VISANDO SUA PREPARAÇÃO PARA O TRABALHO PRODUTIVO E A FORMAÇÃO INTEGRAL DO EDUCANDO.;0;0;0;0;SECRETARIA MUNICIPAL DE EDUCAÇÃO;;;;
ATIVO;3,94E+11;MINISTERIO DA AERONAUTICA;;O PRESENTE CONVÊNIO TEM POR OBJETO ATENDER A DEMANDA DE 200 ALUNOS DA REDE ZBLICA DE ENSINO. VISANDO DEMOCRATIZAR O ACESSO AO ESPORTE EDUCACIONAL DE QUALIDADE. COMO FORMA DE INCLUSÃO SOCIAL. OCUPANDO O TEMPO OCIOSO DOS MESMOS NO CONTRA TURNO ESCOLAR. DESTA FORMA. OS ALUNOS DO PROJETO PROFESP APRENDERÃO A TER ATITUDE DE LIDERANÇA. DISCIPLINA E COMPANHEIRISMO. QUALIDADES ESTAS QUE SERÃO ESSENCIAIS PARA A VIDA ADULTA. O PROFESP ATUARÁ COM PROFESSORES DESIGNADOS PELA SME. QUE DEVERÃO PLANEJAR AS AÇÕES JUNTAMENTE COM A COORDENAÇÃO DO NÚCLEO COM VISTAS A ATENDER OS OBJETIVOS TRAÇADOS NO PPN (PLANEJAMENTO PEDAGÓGICO DE NÚCLEO). DOCUMENTO EXIGIDO PELO MINISTÉRIO DO ESPORTE E ELABORADO PELOS NÚCLEOS.;0;0;0;0;SECRETARIA MUNICIPAL DE EDUCAÇÃO;;;;
ATIVO;4,16E+12;INSTITUTO SUPERIOR DE EDUCACAO DE SAO PAULO;FUNDEB;PRESTAÇÃO DE SERVIÇOS PARA REALIZAÇÃO DE PROGRAMA DE FORMAÇÃO EM GESTÃO ESCOLAR (PFGE - RIO).;945820.2;0;945820.2;0;SECRETARIA MUNICIPAL DE EDUCAÇÃO;GABINETE DA SECRETARIA MUNICIPAL DE EDUCAÇÃO;FORMACAO DE PROFESSORES;APLICACOES DIRETAS;TREINAMENTO DE PESSOAL POR PESSOA JURIDICA
SUSPENSO;3,91E+13;MEGA ENGENHARIA EIRELI;OPERACOES DE CREDITO CONTRATUAIS REALIZADAS - EXERCICIOS ANTERIORES;OBRAS DE CONSTRUÇÃO DE EXTENSÃO DE REDE DE ÁGUA POTÁVEL PARA ABASTECIMENTO DA E.M. LUIZ PAULO HORTA;155179.38;0;155179.38;0;SECRETARIA MUNICIPAL DE EDUCAÇÃO;GABINETE DA SECRETARIA MUNICIPAL DE EDUCAÇÃO;MODERNIZACAO DA GESTAO E MELHORIA DA INFRAESTRUTURA NA EDUCACAO;APLICACOES DIRETAS;AMPLIACAO. RECONSTRUCAO E REFORMAS
ATIVO;3,01E+13;GRUPO COMUNITARIO CRECHE BERCARIO NOVA JERUSALEM;FUNDEB;ATENDIMENTO EDUCACIONAL E NUTRICIONAL A  75 CRIANÇAS DE 1 ANO A 3 ANOS E 11 MESES;1080000;0;1080000;195000;2A. COORDENADORIA REGIONAL DE EDUCAÇÃO;2ª COORDENADORIA REGIONAL DE EDUCAÇÃO;MELHORIA DA QUALIDADE DA EDUCACAO CARIOCA;TRANSFERENCIAS A INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS;SERVICOS DE GER.. OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO. PRESTADOS POR OSC
ATIVO;3,07E+13;ASSOCIACAO DE MORADORES DO MORRO DA BAIANA;FUNDEB;TERMO FOMENTO Nº 9 CELEBRADO COM A ASSOCIAÇÃO DE MORADORES DO MORRO DA BAIANA;1497600;0;1497600;520000;3A. COORDENADORIA REGIONAL DE EDUCAÇÃO;3ª COORDENADORIA REGIONAL DE EDUCAÇÃO;MELHORIA DA QUALIDADE DA EDUCACAO CARIOCA;APLICACOES DIRETAS;SERVICOS DE RECREACAO E ASSISTENCIA SOCIAL
ATIVO;3,82E+12;SOCIEDADE ESPIRITA CABOCLO SETE FLECHAS;FUNDEB;ATENDIMENTO EDUCACIONAL E NUTRICIONAL EM CRECHES GRATUITAMENTE EM HORÁRIO INTEGRAL;1080000;0;1080000;195000;3A. COORDENADORIA REGIONAL DE EDUCAÇÃO;3ª COORDENADORIA REGIONAL DE EDUCAÇÃO;MELHORIA DA QUALIDADE DA EDUCACAO CARIOCA;TRANSFERENCIAS A INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS;SERVICOS DE GER.. OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO. PRESTADOS POR OSC
ATIVO;6,93E+12;CRECHE ESCOLA COMUNITARIA MAE SOCIAL;FUNDEB;ATENDIMENTO EDUCACIONAL E NUTRICIONAL DE CRIANÇAS GRATUITAMENTE EM CRECHES EM HORÁRIO INTEGRAL;1094400;0;1094400;197600;3A. COORDENADORIA REGIONAL DE EDUCAÇÃO;3ª COORDENADORIA REGIONAL DE EDUCAÇÃO;MELHORIA DA QUALIDADE DA EDUCACAO CARIOCA;TRANSFERENCIAS A INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS;SERVICOS DE GER.. OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO. PRESTADOS POR OSC
ATIVO;7,05E+12;ATRIO RIO SERVICE TECNOLOGIA E SERVICOS LTDA;FUNDEB;PRESTAÇÃO DE SERVIÇO DE LIMPEZA DE BIBLIOTECAS DA E/3ªCRE;76561.44;0;76561.44;0;3A. COORDENADORIA REGIONAL DE EDUCAÇÃO;3ª COORDENADORIA REGIONAL DE EDUCAÇÃO;MODERNIZACAO DA GESTAO E MELHORIA DA INFRAESTRUTURA NA EDUCACAO;APLICACOES DIRETAS;SERVICOS DE LIMPEZA. CONSERVACAO. HIGIENE E COPA POR PESSOA JURIDICA
ATIVO;3,24E+12;COPAGAZ DISTRIBUIDORA DE GAS SA;SALARIO EDUCACAO;FORNECIMENTO DE GÁS LIQUEFEITO DE PETRÓLEO;93200;0;93200;83000;6A. COORDENADORIA REGIONAL DE EDUCAÇÃO;6ª COORDENADORIA REGIONAL DE EDUCAÇÃO;MODERNIZACAO DA GESTAO E MELHORIA DA INFRAESTRUTURA NA EDUCACAO;APLICACOES DIRETAS;COMBUSTIVEIS E LUBRIFICANTES
ATIVO;3,88E+12;ABRINDO PORTAS SOCIEDADE CIVIL;FUNDEB;ASSISTÊNCIA EDUCACIONAL E NUTRICIONAL  PRESTADO  A (75) CRIANÇAS NA FAIXA DE ZERO  A 3 ANOS E 11 MESESNUM PERÍODO MÍNIMO D 8 HIRAS DIÁRIIAS DE SEGUNDA A SEXTA FEIRA;1728000;0;1728000;306000;6A. COORDENADORIA REGIONAL DE EDUCAÇÃO;6ª COORDENADORIA REGIONAL DE EDUCAÇÃO;MELHORIA DA QUALIDADE DA EDUCACAO CARIOCA;TRANSFERENCIAS A INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS;SERVICOS DE GER.. OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO. PRESTADOS POR OSC
ATIVO;9,29E+13;ASSOCIACAO SERVOS DA CARIDADE;FUNDEB;ASSISTÊNCIA EDUCACIONAL E NUTRICIONAL  PRESTADO  A (75) CRIANÇAS NA FAIXA DE ZERO  A 3 ANOS E 11 MESESNUM PERÍODO MÍNIMO D 8 HIRAS DIÁRIIAS DE SEGUNDA A SEXTA FEIRAASSISTÊNCIA EDUCACIONAL E NUTRICIONAL  PRESTADO  A (75) CRIANÇAS NA FAIXA DE ZERO  A 3 ANOS E 11 MESESNUM PERÍODO MÍNIMO D 8 HIRAS DIÁRIIAS DE SEGUNDA A SEXTA FEIRA;1641600;0;1641600;252300;6A. COORDENADORIA REGIONAL DE EDUCAÇÃO;6ª COORDENADORIA REGIONAL DE EDUCAÇÃO;MELHORIA DA QUALIDADE DA EDUCACAO CARIOCA;TRANSFERENCIAS A INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS;SERVICOS DE GER.. OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO. PRESTADOS POR OSC
ATIVO;3,47E+12;ASSOCIACAO CENTRO EDUCACIONAL REBRAL;FUNDEB;ATENDIMENTO EDUCACIONAL A 56 CRIANÇAS;806400;0;806400;280000;8A. COORDENADORIA REGIONAL DE EDUCAÇÃO;8ª COORDENADORIA REGIONAL DE EDUCAÇÃO;MELHORIA DA QUALIDADE DA EDUCACAO CARIOCA;APLICACOES DIRETAS;SERVICOS DE RECREACAO E ASSISTENCIA SOCIAL
ATIVO;2,78E+13;COMOVIK CONSELHO DE MORADORES DE VILA KENNEDY;FUNDEB;ATENDIMENTO NUTRICIONAL E EDUCACIONAL A 100 CRIANÇAS NA FAIXA ETÁRIA DE 0 MESES A 3 ANOS E 11 MESES. NO PERÍODO MÍNIMO DE 8 HORAS DIÁRIAS DE SEGUNDA A SEXTA. CONFORME PLANO DE TRABALHO E CONFORME DISPOSTO NA RESOLUÇÃO SME Nº 114/2019;1440000;0;1440000;260000;8A. COORDENADORIA REGIONAL DE EDUCAÇÃO;8ª COORDENADORIA REGIONAL DE EDUCAÇÃO;MELHORIA DA QUALIDADE DA EDUCACAO CARIOCA;TRANSFERENCIAS A INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS;SERVICOS DE GER.. OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO. PRESTADOS POR OSC
ATIVO;4,71E+12;COLEGIO FERREIRA MOTTA;FUNDEB;ASSISTÊNCIA EDUCACIONAL E NUTRICIONAL A 168 CRIANÇAS ATENDIDAS GRATUITAMENTE EM CRECHE DE HORÁRIO INTEGRAL;2419200;0;2419200;436800;9A. COORDENADORIA REGIONAL DE EDUCAÇÃO;9ª COORDENADORIA REGIONAL DE EDUCAÇÃO;MELHORIA DA QUALIDADE DA EDUCACAO CARIOCA;TRANSFERENCIAS A INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS;SERVICOS DE GER.. OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO. PRESTADOS POR OSC
ATIVO;3,14E+13;JARDIM ESCOLA ERNESTO FAGUNDES VARELA;FUNDEB;ATENDIMENTO EDUCACIONAL E NUTRICIONAL A CRIANÇAS NA FAIXA ETÁRIA DE CRECHES;1008000;0;1008000;178500;10A. COORDENADORIA REGIONAL DE EDUCAÇÃO;10ª COORDENADORIA REGIONAL DE EDUCAÇÃO;MELHORIA DA QUALIDADE DA EDUCACAO CARIOCA;TRANSFERENCIAS A INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS;SERVICOS DE GER.. OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO. PRESTADOS POR OSC
ATIVO;7,33E+13;CRECHE CASULO AGOSTINHO;FUNDEB;ATENDIMENTO EDUCACIONAL E NUTRICIONAL A CRIANÇAS NA FAIXA ETÁRIA DE CRECHES;2304000;0;2304000;408000;10A. COORDENADORIA REGIONAL DE EDUCAÇÃO;10ª COORDENADORIA REGIONAL DE EDUCAÇÃO;MELHORIA DA QUALIDADE DA EDUCACAO CARIOCA;TRANSFERENCIAS A INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS;SERVICOS DE GER.. OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO. PRESTADOS POR OSC
ATIVO;1,14E+13;CRECHE COMUNITARIA DEUS E FIEL;FUNDEB;ATENDOMENTO EDUCATIVO E NUTRICIONAL À CRECHE CONVENIADA;2880000;0;2880000;450000;10A. COORDENADORIA REGIONAL DE EDUCAÇÃO;10ª COORDENADORIA REGIONAL DE EDUCAÇÃO;MELHORIA DA QUALIDADE DA EDUCACAO CARIOCA;TRANSFERENCIAS A INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS;SERVICOS DE GER.. OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO. PRESTADOS POR OSC
