Descricao_Acao;Descricao_Elemento;Descricao_item_Despesa;Orcamento_Atualizado;Empenhado;Liquidado;Pago;Pago_Restos_Pagar
REFORMA EM IMOVEIS PROPRIOS - PREVI-RIO;DESPESAS DE EXERCICIOS ANTERIORES                                                         ;DESPESAS DE EXERCICIOS ANTERIORES                                                         ;0;0;0;0;0
SENTENCAS JUDICIAIS E PRECATORIOS;SENTENCAS JUDICIAIS                                                                       ;SENTENCAS JUDICIAIS DE ACOES DIVERSAS                                                     ;0;46616.97;43216.19;43216.19;53697.44
OBRIGACOES ADMINISTRATIVAS. TRIBUTARIAS E CONTRIBUTIVAS;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;58997043;0;0;0;0
OBRIGACOES ADMINISTRATIVAS. TRIBUTARIAS E CONTRIBUTIVAS;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS DE GERENCIAMENTO                                                                 ;0;58997043;18336955.23;18336955.23;18336955.23
COMPENSACOES PREVIDENCIARIAS;INDENIZACOES E RESTITUICOES                                                               ;COMPENSACAO PREVIDENCIARIA DE APOSENTADORIAS ENTRE REGIMES                                ;0;2305878.99;1189932.42;1189932.42;1283113.03
SERVIDORES INATIVOS DA REDE DE ENSINO;APOSENTADORIAS E REFORMAS                                                                 ;INATIVOS                                                                                  ;0;688056035.3;688056035.3;688056035.3;723258470.1
SERVIDORES INATIVOS DA REDE DE SAUDE;APOSENTADORIAS E REFORMAS                                                                 ;DECIMO TERCEIRO SALARIO - INATIVOS                                                        ;0;14285.11;14285.11;14285.11;14285.11
SERVIDORES INATIVOS DO TCMRJ;APOSENTADORIAS E REFORMAS                                                                 ;APOSENTADORIAS E REFORMAS                                                                 ;67516798;0;0;0;0
SERVIDORES INATIVOS DO TCMRJ;DESPESAS DE EXERCICIOS ANTERIORES                                                         ;DESPESA COM INATIVOS                                                                      ;0;360518.75;360518.75;360518.75;360518.75
CONCESSIONARIAS DE SERVICOS PUBLICOS - ADM. DIRETA - RIO VERDE. LIMPO E SAUDAVEL;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS DE TELEFONIA                                                                     ;0;13558.44;7840.35;7146.82;7984.77
CONCESSIONARIAS DE SERVICOS PUBLICOS DE ENERGIA ELETRICA - ADM. DIRETA - RIO VERDE. LIMPO;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS DE LUZ E FORCA MOTRIZ                                                            ;0;43800;18529.89;17834.16;17834.16
MANUTENCAO DE UNIDADES DE ATENDIMENTO AOS ANIMAIS URBANOS;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS DE TRANSPORTE. FRETE E CARRETOS                                                  ;0;315037.21;147021.42;98365.01;152709.46
MANUTENCAO DE UNIDADES DE ATENDIMENTO AOS ANIMAIS URBANOS;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;MAQUINAS E EQUIPAMENTOS. MOVEIS E UTENSILIOS - LOCACAO                                    ;0;489400;0;0;0
CONCESSIONARIAS DE SERVICOS PUBLICOS DE ENERGIA ELETRICA - ADM. DIRETA - RIO GLOBAL. PRODU;DESPESAS DE EXERCICIOS ANTERIORES                                                         ;DESPESAS DE EXERCICIOS ANTERIORES                                                         ;1000;0;0;0;0
APOIO ADMINISTRATIVO - CAPITAL HUMANO NA FORMACAO DO CARIOCA;DIARIAS - CIVIL                                                                           ;DIARIAS - CIVIL                                                                           ;23737;0;0;0;0
CONSTRUCAO DE VILAS OLIMPICAS;OBRAS E INSTALACOES                                                                       ;OBRAS E INSTALACOES                                                                       ;0;0;0;0;0
PROMOCAO DE ATIVIDADES ESPORTIVAS E RECREATIVAS PARA PREVENCAO DAS VULNERABILIDADES SOCIAI;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS DE GER.. OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS AO ESPORTE. PRESTADOS POR OS    ;0;9850287.27;8140439.79;7251734.74;8807903.74
CONCESSIONARIAS DE SERVICOS PUBLICOS - ADM. DIRETA - GOVERNANCA PARA OS CIDADAOS;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;2368401.47;0;0;0;0
APOIO ADMINISTRATIVO - CAPITAL HUMANO NA FORMACAO DO CARIOCA;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;FORNECIMENTO DE GAS                                                                       ;0;5266.74;5266.74;5266.74;5266.74
PROVISAO DE GASTOS COM PESSOAL - CAPITAL HUMANO NA FORMACAO DO CARIOCA;OUTRAS DESPESAS VARIAVEIS - PESSOAL CIVIL                                                 ;OUTRAS DESPESAS VARIAVEIS - PESSOAL CIVIL                                                 ;0;0;0;0;0
APOIO A EVENTOS E PROJETOS;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;7173318.27;0;0;0;0
GESTAO DE ATIVIDADES DESTINADAS A ASSISTENCIA SOCIAL DO SERVIDOR PUBLICO MUNICIPAL;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICO DE LIMPEZA. CONSERVACAO. HIGIENE E COPA POR PESSOA JURIDICA                       ;0;56949.96;41921.51;41921.51;41921.51
BENEFICIOS A SEGURADOS E DEPENDENTES;OUTROS BENEFICIOS ASSISTENCIAIS                                                           ;AUXILIO-EDUCACAO                                                                          ;0;4772537.73;4772537.73;4772537.73;4772537.73
APOIO ADMINISTRATIVO - GOVERNANCA PARA OS CIDADAOS;LOCACAO DE MAO-DE-OBRA                                                                    ;LOCACAO DE MAO-DE-OBRA                                                                    ;965114.13;0;0;0;0
PROVISAO DE GASTOS COM PESSOAL - GOVERNANCA PARA OS CIDADAOS;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL                                             ;ADICIONAL DE INSALUBRIDADE                                                                ;0;354457.94;354457.94;354457.94;352870.52
PROVISAO DE GASTOS COM PESSOAL - GOVERNANCA PARA OS CIDADAOS;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL                                             ;GRATIFICACAO DE PRODUTIVIDADE FISCAL                                                      ;0;29652.48;29652.48;29652.48;0
PROVISAO DE GASTOS COM PESSOAL - GOVERNANCA PARA OS CIDADAOS;RESSARCIMENTO DE DESPESAS DE PESSOAL REQUISITADO                                          ;RESSARCIMENTO DE DESPESAS DE PESSOAL REQUISITADO                                          ;1494916.79;0;0;0;0
ATENDIMENTO VIRTUAL AO CIDADAO;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;1000;0;0;0;0
PROJETOS ESPECIAIS DO RIO MAIS RESPEITO;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;546.38;0;0;0;0
CONCESSIONARIAS DE SERVICOS PUBLICOS - ADM. DIRETA - GOVERNANCA PARA OS CIDADAOS;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS DE TELEFONIA                                                                     ;0;178511.56;134541.94;121283.69;121283.69
APOIO ADMINISTRATIVO - GOVERNANCA PARA OS CIDADAOS;DIARIAS - CIVIL                                                                           ;DIARIAS - CIVIL                                                                           ;25000;0;0;0;0
APOIO ADMINISTRATIVO - GOVERNANCA PARA OS CIDADAOS;MATERIAL DE CONSUMO                                                                       ;MATERIAIS PARA ESCRITORIO E EXPEDIENTE                                                    ;0;9218.18;9218.18;9218.18;9218.18
APOIO ADMINISTRATIVO - GOVERNANCA PARA OS CIDADAOS;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;100000;0;0;0;0
CONSTRUCAO. REFORMA E RESTAURACAO DE SEDE DO PROCON CARIOCA;OBRAS E INSTALACOES                                                                       ;OBRAS E INSTALACOES                                                                       ;0;0;0;0;0
ASSISTENCIA E EDUCACAO PARA O CONSUMO;PASSAGENS E DESPESAS COM LOCOMOCAO                                                        ;PASSAGENS E DESPESAS COM LOCOMOCAO                                                        ;0;0;0;0;0
FISCALIZACAO DAS RELACOES DE CONSUMO;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;TICKET COMBUSTIVEL                                                                        ;0;34911;3165.5;2836.01;2836.01
ATIVIDADES DO PROCON CARIOCA;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS DE INFORMATICA                                                                   ;0;242772.72;0;0;0
APOIO ADMINISTRATIVO - GOVERNANCA PARA OS CIDADAOS;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;23584.27;0;0;0;0
APOIO ADMINISTRATIVO - GOVERNANCA PARA OS CIDADAOS;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;LOCACAO DE VEICULOS DE REPRESENTACAO E OPERACIONAL                                        ;0;1653430.01;1147666.17;667539.9;667539.9
APOIO ADMINISTRATIVO - GOVERNANCA PARA OS CIDADAOS;OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS                                                    ;OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS                                                    ;10000;0;0;0;0
PROVISAO DE GASTOS COM PESSOAL - GOVERNANCA PARA OS CIDADAOS;AUXILIO-TRANSPORTE                                                                        ;AUXILIO-TRANSPORTE                                                                        ;0;103292.11;103292.11;103292.11;105428.94
GESTAO TRANSPARENTE;SERVICOS DE CONSULTORIA                                                                   ;SERVICOS DE CONSULTORIA                                                                   ;0;0;0;0;0
ASSISTENCIA E EDUCACAO PARA O CONSUMO;MATERIAL DE DISTRIBUICAO GRATUITA                                                         ;MATERIAL DE DISTRIBUICAO GRATUITA                                                         ;0;0;0;0;0
PROVISAO DE GASTOS COM PESSOAL - GOVERNANCA PARA OS CIDADAOS;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL                                             ;REMUNERACAO DE FERIAS AOS FUNCIONARIOS ESTATUTARIOS                                       ;0;13895.58;13895.58;13895.58;10545.08
PROVISAO DE GASTOS COM PESSOAL - GOVERNANCA PARA OS CIDADAOS;OUTRAS DESPESAS VARIAVEIS - PESSOAL CIVIL                                                 ;OUTRAS DESPESAS VARIAVEIS - PESSOAL CIVIL                                                 ;1000;0;0;0;0
IMPLANTACAO DO VLT DO CENTRO;APORTE DE RECURSOS PELO PARCEIRO PUB EM FAVOR DO PARCEIRO PRIV DECORRENTE DE CONTRT DE PPP;APORTE DE RECURSOS PELO PARCEIRO PUB EM FAVOR DO PARCEIRO PRIV DECORRENTE DE CONTRT DE PPP;328449.42;0;0;0;0
CAPACITACAO DO SERVIDOR - ADM. DIRETA;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;TREINAMENTO DE PESSOAL POR PESSOA JURIDICA                                                ;0;49000;40430;40430;40430
APOIO ADMINISTRATIVO - GOVERNANCA PARA OS CIDADAOS;MATERIAL DE CONSUMO                                                                       ;MATERIAIS PARA ESCRITORIO E EXPEDIENTE                                                    ;0;8633.1;7693.6;7693.6;7693.6
ATIVIDADES DA COORDENADORIA DE APOIO EXTERNO;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVS.DE REPARO. ADAPTACAO. CONSERVACAO. RESTAURACAO E INSTALACAO DE ELEVADORES           ;0;13776.68;10302.75;9158;9158
ATIVIDADES DA COORDENADORIA DE APOIO EXTERNO;EQUIPAMENTOS E MATERIAL PERMANENTE                                                        ;MAQUINAS E EQUIPAMENTOS DE INFORMATICA E TELEPROCESSAMENTO                                ;0;8250;8250;8250;8250
CONCESSIONARIAS DE SERVICOS PUBLICOS - ADM. DIRETA - GOVERNANCA PARA OS CIDADAOS;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS DE AGUA E ESGOTO                                                                 ;0;480000;291832.53;291832.53;291832.53
PROVISAO DE GASTOS COM PESSOAL - GOVERNANCA PARA OS CIDADAOS;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL                                             ;DIREITO PESSOAL                                                                           ;0;6786270.66;6786270.66;6786270.66;6861250.45
MANUTENCAO E DESENVOLVIMENTO DA INFORMATICA - ADMINISTRACAO DIRETA - GOVERNANCA PARA OS CI;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;MANUTENCAO E SUPORTE DE SOFTWARE                                                          ;0;266837.6;199021.95;199021.95;262086.78
APOIO ADMINISTRATIVO - GOVERNANCA PARA OS CIDADAOS;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;TAXI.RIO - USO CORPORATIVO                                                                ;0;96376.37;96376.37;96376.37;96376.37
PROVISAO DE GASTOS COM PESSOAL - GOVERNANCA PARA OS CIDADAOS;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL                                             ;VENCIMENTOS DE CARGO EFETIVO                                                              ;0;5828206.19;5828206.19;5262308.17;5800239.14
PROVISAO DE GASTOS COM PESSOAL - GOVERNANCA PARA OS CIDADAOS;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL                                             ;13  VENCIMENTO DE FUNCIONARIO ESTATUTARIO                                                 ;0;565761.44;565761.44;560248.13;560248.13
PROVISAO DE GASTOS COM PESSOAL - GOVERNANCA PARA OS CIDADAOS;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL                                             ;REMUNERACAO DE FERIAS AOS FUNCIONARIOS ESTATUTARIOS                                       ;0;1507298.17;1507298.17;1507298.17;1397530.8
PROVISAO DE GASTOS COM PESSOAL - GOVERNANCA PARA OS CIDADAOS;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL                                             ;ADICIONAL DE PERICULOSIDADE                                                               ;0;47638.15;47638.15;47638.15;48184.09
AMPLIACAO DA INFRAESTRUTURA PARA O ATENDIMENTO VIRTUAL;EQUIPAMENTOS E MATERIAL PERMANENTE                                                        ;EQUIPAMENTOS E MATERIAL PERMANENTE                                                        ;0;0;0;0;0
CONCESSIONARIAS DE SERVICOS PUBLICOS - ADM. DIRETA - GOVERNANCA PARA OS CIDADAOS;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS DE AGUA E ESGOTO                                                                 ;0;2269173.44;1757218.57;1590504.09;1590504.09
